DISTRITO_COD;DISTRITO_DESC;ORGANISMO_DESC;ACTIVIDAD_DESC;GRUPO_DESC;INFANTIL;NIÑEZ;ADOLESCENCIA;JOVEN ADULTO;ADULTO;ADULTO MAYOR;NUM_MAXIMO_ASISTENTES;NUM_PLAZAS_OCUPADAS;NUM_PLAZAS_LIBRES;DURACION_ACTIVIDAD_LUNES;HORA_INICIO_LUNES;DURACION_ACTIVIDAD_MARTES;HORA_INICIO_MARTES;DURACION_ACTIVIDAD_MIERCOLES;HORA_INICIO_MIERCOLES;DURACION_ACTIVIDAD_JUEVES;HORA_INICIO_JUEVES;DURACION_ACTIVIDAD_VIERNES;HORA_INICIO_VIERNES;DURACION_ACTIVIDAD_SABADO;HORA_INICIO_SABADO;DURACION_ACTIVIDAD_DOMINGO;HORA_INICIO_DOMINGO
17;VILLAVERDE;C.C. BOHEMIOS;MINDFULNESS;1;0;0;1;1;1;1;16;15;1;;;2 horas;11:00;;;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;COSTURA ARTESANAL;1;0;0;1;1;1;1;12;12;0;;;;;;;2 HORAS, 30 MIN;10:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;COSTURA ARTESANAL;2;0;0;1;1;1;1;12;12;0;;;2 HORAS, 30 MIN;16:30;;;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;COSTURA ARTESANAL;3;0;0;1;1;1;1;12;12;0;;;;;2 HORAS, 30 MIN;16:30;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;1;0;0;1;1;1;1;16;16;0;1 hora;9:30;;;1 hora;9:30;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;2;0;0;1;1;1;1;16;16;0;1 hora;10:30;;;1 hora;10:30;;;1 hora;10:30;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;3;0;0;1;1;1;1;16;16;0;1 hora;11:30;;;1 hora;11:30;;;1 hora;11:30;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;4;0;0;1;1;1;1;16;16;0;1 hora;12:30;;;1 hora;12:30;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;5;0;0;1;1;1;1;16;16;0;;;1 hora;17:00;;;1 hora;17:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;8;0;0;1;1;1;1;16;16;0;;;1 hora;20:00;;;1 hora;20:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;6;0;0;1;1;1;1;16;16;0;;;1 hora;18:00;;;1 hora;18:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PILATES;7;0;0;1;1;1;1;16;16;0;;;1 hora;19:00;;;1 hora;19:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PINTURA;1;0;1;1;0;0;0;12;12;0;;;1 hora, 30 min;17:30;;;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;PROGRAMACION Y ROBOTICA;1;0;1;1;0;0;0;9;9;0;;;;;;;1 hora, 30 min;17:30;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;COSTURA ARTESANAL;1;0;0;1;1;1;1;12;12;0;;;;;;;3 horas;17:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;COSTURA ARTESANAL;2;0;0;1;1;1;1;12;10;2;;;3 horas;17:00;;;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;TAI CHI;1;0;0;1;1;1;1;16;16;0;;;;;;;;;1 hora, 30 min;17:00;;;;
17;VILLAVERDE;C.C. BOHEMIOS;TECNICAS DE MEMORIA;1;0;0;1;1;1;1;16;16;0;;;;;;;2 horas;10:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;TECNICAS DE MEMORIA;2;0;0;1;1;1;1;16;16;0;;;;;2 horas;10:00;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;1;0;0;1;1;1;1;16;16;0;;;1 hora;8:30;;;1 hora;8:30;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;2;0;0;1;1;1;1;12;12;0;;;1 hora;9:00;;;1 hora;9:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;3;0;0;1;1;1;1;12;12;0;;;1 hora;10:00;;;1 hora;10:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;4;0;0;1;1;1;1;12;12;0;;;1 hora;11:00;;;1 hora;11:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;1;0;0;1;1;1;1;16;14;2;;;;;;;;;1 hora, 30 min;18:30;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;5;0;0;1;1;1;1;12;12;0;;;1 hora;12:00;;;1 hora;12:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;6;0;0;1;1;1;1;12;12;0;;;1 hora;17:00;;;1 hora;17:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;7;0;0;1;1;1;1;12;12;0;;;1 hora;18:00;;;1 hora;18:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;8;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;17:00;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;10;0;0;1;1;1;1;16;16;0;;;;;;;;;1 hora, 30 min;20:00;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;11;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;10:00;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;1;0;0;1;1;1;1;16;15;1;;;1 hora;10:00;;;1 hora;10:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;YOGA;2;0;0;1;1;1;1;16;16;0;;;;;;;1 hora, 30 min;11:00;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;BAILES LATINOS;1;0;0;1;1;1;1;16;16;0;1 hora;16:00;;;1 hora;16:00;;;;;;;;
17;VILLAVERDE;C.C. BOHEMIOS;BAILES LATINOS;2;0;0;1;1;1;1;16;16;0;1 hora;17:00;;;1 hora;17:00;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;AEROBIC;1;0;0;1;1;1;1;15;15;0;1 hora;19:30;;;1 hora;19:30;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;AEROBIC;2;0;0;1;1;1;1;15;11;4;1 hora;20:30;;;1 hora;20:30;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;BAILE ESPAÑOL;1;1;1;1;0;0;0;16;6;10;;;1 hora;17:30;;;1 hora;17:30;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;BAILE ESPAÑOL;1;0;0;1;1;1;1;20;10;10;;;1 hora;18:30;;;1 hora;18:30;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;BAILES DE SALON;1;0;0;0;1;1;1;10;7;3;;;1 hora;19:45;;;1 hora;20:00;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;BAILES DE SALON;2;0;0;0;1;1;1;10;2;8;;;1 hora;20:45;;;1 hora;21:00;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;BODY BALANCE;1;0;0;1;1;1;1;20;19;1;;;1 hora;20:30;;;1 hora;20:30;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;CONOCER MADRID;1;0;0;1;1;1;1;21;21;0;;;;;2 horas;17:30;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;CORTE Y CONFECCION;1;0;0;1;1;1;1;10;10;0;3 horas;17:30;;;;;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;CORTE Y CONFECCION;2;0;0;1;1;1;1;11;11;0;;;3 horas;10:00;;;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;CORTE Y CONFECCION;3;0;0;1;1;1;1;10;10;0;;;3 horas;17:45;;;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;DIBUJO;1;0;1;1;0;0;0;11;11;0;1 hora, 30 min;17:00;;;;;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;FOTOGRAFIA URBANA Y PAISAJISTICA;1;0;0;1;1;1;1;15;11;4;;;;;;;;;3 horas;17:30;;;;
17;VILLAVERDE;C.C. LOS ROSALES;DANZA FUSION;1;0;0;1;1;1;1;20;20;0;1 hora;20:15;;;1 hora;20:15;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;GIMNASIA DE MANTENIMIENTO;1;0;0;1;1;1;1;20;20;0;;;1 hora;12:00;;;1 hora;12:00;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;GIMNASIA DE MANTENIMIENTO;2;0;0;1;1;1;1;22;21;1;1 hora;18:15;;;1 hora;18:15;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;GIMNASIA DE MANTENIMIENTO;1;0;0;0;1;1;1;15;10;5;;;;;;;;;;;1 hora, 30 min;11:30;;
17;VILLAVERDE;C.C. LOS ROSALES;GUITARRA CLASICA;1;0;0;1;1;1;1;12;11;1;;;;;1 hora, 30 min;19:00;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;INGLES;1;0;0;1;1;1;1;15;7;8;;;1 hora;18:30;;;1 hora;18:30;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;INGLES;1;0;0;1;1;1;1;15;9;6;;;1 hora;19:30;;;1 hora;19:30;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;1;0;0;1;1;1;1;15;11;4;1 hora;9:30;;;1 hora;9:30;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;2;0;0;1;1;1;1;15;8;7;1 hora;10:30;;;1 hora;10:30;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;3;0;0;1;1;1;1;22;22;0;1 hora;17:15;;;1 hora;17:15;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;4;0;0;1;1;1;1;22;22;0;1 hora;19:15;;;1 hora;19:15;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;5;0;0;1;1;1;1;20;17;3;;;1 hora;16:00;;;1 hora;16:00;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;6;0;0;1;1;1;1;16;15;1;;;1 hora;17:30;;;1 hora;17:30;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;7;0;0;1;1;1;1;16;16;0;;;1 hora;18:30;;;1 hora;18:30;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PILATES;8;0;0;1;1;1;1;20;18;2;;;;;;;;;1 hora, 30 min;17:30;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PINTURA;1;0;0;1;1;1;1;15;15;0;3 horas;19:00;;;;;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;PINTURA;2;0;0;1;1;1;1;10;3;7;;;3 horas;9:30;;;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;RECICLAJE CREATIVO;1;0;0;1;1;1;1;10;8;2;;;;;2 HORAS, 30 MIN;17:00;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;YOGA;1;0;0;1;1;1;1;16;16;0;1 hora;17:00;;;1 hora;17:00;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;YOGA;2;0;0;1;1;1;1;16;16;0;1 hora;18:00;;;1 hora;18:00;;;;;;;;
17;VILLAVERDE;C.C. LOS ROSALES;YOGA;1;0;0;1;1;1;1;20;15;5;;;;;;;;;1 hora, 30 min;19:00;;;;
17;VILLAVERDE;C.C. LOS ROSALES;BAILES LATINOS;1;0;0;1;1;1;1;20;20;0;;;1 hora;19:30;;;1 hora;19:30;;;;;;
17;VILLAVERDE;C.S. MARCONI;AEROBIC;1;0;0;1;1;1;1;13;13;0;1 hora;17:15;;;1 hora;17:15;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;BAILE MODERNO;1;1;1;0;0;0;0;10;4;6;;;1 hora;17:15;;;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;CONOCER MADRID;1;0;0;1;1;1;1;16;16;0;;;;;2 horas;10:00;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;CORTE Y CONFECCION;1;0;0;1;1;1;1;8;8;0;;;;;;;;;2 HORAS, 30 MIN;9:30;;;;
17;VILLAVERDE;C.S. MARCONI;DIBUJO;1;1;1;0;0;0;0;10;4;6;;;;;1 hora, 30 min;17:10;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;DIBUJO;1;0;1;1;1;0;0;10;7;3;;;;;;;1 hora, 30 min;17:45;;;;;;
17;VILLAVERDE;C.S. MARCONI;GIMNASIA DE MANTENIMIENTO;1;0;0;0;1;1;1;13;9;4;;;1 hora;17:15;;;1 hora;17:15;;;;;;
17;VILLAVERDE;C.S. MARCONI;GUITARRA ELECTRICA;1;0;1;1;0;0;0;8;3;5;1 hora;17:10;;;;;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;GUITARRA ELECTRICA;1;0;0;1;1;1;1;10;6;4;1 hora, 30 min;18:10;;;;;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;INGLES;1;0;1;0;0;0;0;10;6;4;1 hora;19:15;;;1 hora;19:15;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;INGLES;1;1;0;0;0;0;0;10;10;0;1 hora;17:15;;;1 hora;17:15;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;INGLES;1;0;1;0;0;0;0;10;7;3;1 hora;18:15;;;1 hora;18:15;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;INGLES;1;0;0;1;1;1;1;10;4;6;1 hora;20:15;;;1 hora;20:15;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;PILATES;1;0;0;1;1;1;1;13;13;0;;;1 hora;10:00;;;1 hora;10:00;;;;;;
17;VILLAVERDE;C.S. MARCONI;PILATES;2;0;0;1;1;1;1;13;13;0;;;1 hora;18:15;;;1 hora;18:15;;;;;;
17;VILLAVERDE;C.S. MARCONI;PILATES;3;0;0;1;1;1;1;13;13;0;;;1 hora;19:15;;;1 hora;19:15;;;;;;
17;VILLAVERDE;C.S. MARCONI;PILATES;4;0;0;1;1;1;1;13;13;0;;;1 hora;20:15;;;1 hora;20:15;;;;;;
17;VILLAVERDE;C.S. MARCONI;PILATES;5;0;0;1;1;1;1;13;7;6;;;1 hora;11:00;;;1 hora;11:00;;;;;;
17;VILLAVERDE;C.S. MARCONI;TAI CHI;1;0;0;1;1;1;1;13;12;1;;;;;1 hora, 30 min;19:30;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;YOGA;1;1;1;0;0;0;0;8;5;3;;;;;;;;;1 hora;17:15;;;;
17;VILLAVERDE;C.S. MARCONI;YOGA;1;0;0;1;1;1;1;13;13;0;2 horas;19:20;;;;;;;;;;;;
17;VILLAVERDE;C.S. MARCONI;YOGA;2;0;0;1;1;1;1;13;13;0;;;;;;;;;1 hora, 30 min;18:15;;;;
17;VILLAVERDE;C.S. MARCONI;BAILES LATINOS;1;0;0;1;1;1;1;13;10;3;1 hora;18:15;;;1 hora;18:15;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;ACTIVIDADES CREATIVAS;1;1;1;0;0;0;0;15;6;9;;;;;2 horas;17:30;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;AEROBAILE;1;0;0;1;1;1;1;20;17;3;;;;;;;;;1 hora;19:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;AEROBIC;1;0;0;1;1;1;1;21;20;1;;;1 hora;17:15;;;1 hora;17:15;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;AEROBIC;2;0;0;1;1;1;1;20;20;0;;;1 hora;18:15;;;1 hora;18:15;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILES LATINOS;1;0;0;1;1;1;1;20;20;0;;;;;;;;;1 hora, 30 min;19:30;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILE ESPAÑOL;1;0;0;1;1;1;1;20;11;9;;;;;;;;;;;1 hora, 30 min;10:00;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILE MODERNO;1;0;1;1;0;0;0;20;17;3;;;1 hora;18:00;;;1 hora;18:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILE MODERNO;1;1;1;0;0;0;0;20;20;0;;;1 hora;17:00;;;1 hora;17:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILES DE SALON;1;0;0;1;1;1;1;20;18;2;;;;;;;;;1 hora, 30 min;18:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILES DE SALON;2;0;0;1;1;1;1;20;17;3;;;;;;;;;1 hora, 30 min;19:30;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILES LATINOS;1;0;0;1;1;1;1;20;19;1;;;;;;;;;1 hora, 30 min;18:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BODY COMPLET;1;0;0;1;1;1;1;20;13;7;1 hora;11:00;;;1 hora;11:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BOLLYWOOD;1;0;0;1;1;1;1;20;8;12;;;;;1 hora;19:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CATA DE VINOS;1;0;0;0;1;1;1;12;12;0;;;;;;;;;2 horas;18:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CERAMICA;1;0;0;1;1;1;1;12;12;0;;;;;;;;;;;3 horas;10:00;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CERAMICA;1;0;0;1;1;1;1;12;12;0;;;3 horas;17:30;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CONOCER MADRID;2;0;0;1;1;1;1;20;20;0;;;;;;;;;2 horas;10:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CONOCER MADRID;3;0;0;1;1;1;1;20;19;1;;;;;;;2 horas;17:30;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CONOCER MADRID;1;0;0;1;1;1;1;20;19;1;;;;;;;;;2 horas;17:30;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CORTE Y CONFECCION;1;0;0;1;1;1;1;12;11;1;2 HORAS, 30 MIN;9:30;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CORTE Y CONFECCION;2;0;0;1;1;1;1;12;12;0;;;2 HORAS, 30 MIN;18:00;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CORTE Y CONFECCION;3;0;0;1;1;1;1;12;12;0;;;;;2 HORAS, 30 MIN;17:30;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CORTE Y CONFECCION;4;0;0;1;1;1;1;12;12;0;;;;;;;2 HORAS, 30 MIN;17:30;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CORTE Y CONFECCION;1;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;18:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;CORTE Y CONFECCION;1;0;0;1;1;1;1;12;12;0;2 HORAS, 30 MIN;17:30;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;BAILE ORIENTAL;1;0;0;1;1;1;1;20;14;6;;;;;2 horas;17:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;DIBUJO;1;0;0;1;1;1;1;15;15;0;;;;;;;2 HORAS, 30 MIN;10:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;DIBUJO;2;0;0;1;1;1;1;15;6;9;;;2 HORAS, 30 MIN;17:00;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;DIBUJO;1;0;1;1;0;0;0;15;12;3;;;;;;;;;2 horas;17:30;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;DIBUJO;1;1;1;0;0;0;0;15;15;0;1 hora, 30 min;17:30;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FITNESS;1;0;0;1;1;1;1;20;19;1;1 hora;9:00;;;1 hora;9:00;;;1 hora;9:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FITNESS;2;0;0;1;1;1;1;20;20;0;1 hora;10:00;;;1 hora;10:00;;;1 hora;10:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FITNESS;3;0;0;1;1;1;1;20;20;0;1 hora;11:00;;;1 hora;11:00;;;1 hora;11:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FITNESS;4;0;0;1;1;1;1;20;20;0;1 hora;17:00;;;1 hora;17:00;;;1 hora;17:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FITNESS;5;0;0;1;1;1;1;20;20;0;1 hora;18:00;;;1 hora;18:00;;;1 hora;18:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;ESPALDA SANA;1;0;0;1;1;1;1;20;18;2;1 hora;10:00;;;1 hora;10:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FOTOGRAFIA;2;0;0;1;1;1;1;12;12;0;3 horas;18:00;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FOTOGRAFIA;1;0;0;1;1;1;1;12;11;1;;;;;;;3 horas;18:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FOTOGRAFIA DIGITAL;1;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;17:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FOTOGRAFIA DIGITAL;1;0;0;1;1;1;1;12;12;0;;;;;2 horas;19:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FOTOGRAFIA DIGITAL;1;0;0;1;1;1;1;13;13;0;;;2 horas;19:00;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;FOTOGRAFIA URBANA Y PAISAJISTICA;1;0;0;1;1;1;1;12;11;1;;;;;;;2 horas;10:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;GUITARRA ELECTRICA;1;0;0;1;1;1;1;12;11;1;1 hora, 30 min;18:00;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;GUITARRA ELECTRICA;1;0;0;1;1;1;1;12;9;3;1 hora, 30 min;19:30;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INFORMATICA;1;0;0;1;1;1;1;14;11;3;2 horas;18:00;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INFORMATICA;1;0;0;1;1;1;1;14;14;0;;;2 horas;10:00;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INGLES;1;0;1;1;0;0;0;16;16;0;1 hora;18:00;;;1 hora;18:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INGLES;1;1;1;0;0;0;0;15;15;0;1 hora;17:00;;;1 hora;17:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INGLES;1;0;0;1;1;1;1;15;15;0;;;;;;;;;2 horas;10:00;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INGLES;1;0;0;1;1;1;1;15;14;1;1 hora;19:00;;;1 hora;19:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INGLES;1;0;0;1;1;1;1;17;15;2;;;;;;;2 horas;9:30;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INICIACION AL CANTO;1;0;0;1;1;1;1;12;12;0;;;;;;;2 horas;17:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INICIACION AL CANTO;2;0;0;1;1;1;1;12;12;0;;;;;;;2 horas;19:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;INTERNET;1;0;0;1;1;1;1;14;11;3;;;;;;;2 horas;18:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;LENGUA DE SIGNOS ESPAÑOLA (LSE);1;0;0;1;1;1;1;15;14;1;;;;;;;;;2 horas;17:30;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;MANEJO DE SMARTPHONE Y APLICACIONES;1;0;0;1;1;1;1;14;11;3;2 horas;10:00;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;MINDFULNESS;1;0;0;1;1;1;1;20;20;0;;;1 hora;11:00;;;1 hora;11:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;COSTURA ARTESANAL;1;0;0;1;1;1;1;12;12;0;;;;;3 horas;10:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PIANO;1;0;0;1;1;1;1;6;6;0;;;;;1 hora, 30 min;19:30;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;1;0;0;1;1;1;1;20;19;1;;;1 hora;9:00;;;1 hora;9:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;2;0;0;1;1;1;1;20;20;0;;;1 hora;10:00;;;1 hora;10:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;3;0;0;1;1;1;1;20;20;0;;;1 hora;11:00;;;1 hora;11:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;4;0;0;1;1;1;1;20;20;0;;;1 hora;12:00;;;1 hora;12:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;1;0;0;1;1;1;1;20;20;0;1 hora;19:00;;;1 hora;19:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;5;0;0;1;1;1;1;20;20;0;;;1 hora;17:00;;;1 hora;17:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;6;0;0;1;1;1;1;20;20;0;;;1 hora;18:00;;;1 hora;18:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;7;0;0;1;1;1;1;20;20;0;;;1 hora;19:00;;;1 hora;19:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;8;0;0;1;1;1;1;20;20;0;;;1 hora;20:00;;;1 hora;20:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PILATES;10;0;0;1;1;1;1;20;20;0;1 hora;20:00;;;1 hora;20:00;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PUNTO, CROCHE Y BORDADOS;1;0;0;1;1;1;1;12;10;2;;;2 HORAS, 30 MIN;10:00;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;PUNTO, CROCHE Y BORDADOS;2;0;0;1;1;1;1;12;9;3;;;;;;;2 HORAS, 30 MIN;17:00;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;REPARACIONES DOMESTICAS;1;0;0;1;1;1;1;12;12;0;;;;;;;2 HORAS, 30 MIN;18:30;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;RESTAURACION DE MUEBLES;1;0;0;1;1;1;1;12;12;0;2 HORAS, 30 MIN;18:30;;;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;RESTAURACION DE MUEBLES;2;0;0;1;1;1;1;12;12;0;;;2 HORAS, 30 MIN;18:30;;;;;;;;;;
17;VILLAVERDE;C.S.C. SANTA PETRONILA;RESTAURACION DE MUEBLES;3;0;0;1;1;1;1;12;12;0;;;;;3 horas;18:00;;;;;;;;
